id,province,urban,hh_size,true_income,reported_income,utility_kwh,mobile_money,poor_true,split
1042,Punjab,0,3,34207.326579182336,25464.606692396053,34.919754270831675,1,1,test
1043,Punjab,0,7,36837.68032388771,26422.196827572683,76.53148570649478,0,1,train
1044,Sindh,1,11,12435.52585739814,8439.460921355749,118.04889195751717,1,1,train
1045,Sindh,0,9,8383.439958067971,3232.9141729805347,125.31770346684608,0,1,train
1046,Punjab,0,4,27554.259708394973,22104.125203240168,113.7692023357593,0,1,test
1047,Sindh,1,5,26774.419823667813,28704.021502812408,85.88571338057046,1,1,test
1048,Khyber Pakhtunkhwa,0,3,45083.35248332433,30541.654165480162,76.95444027342238,0,0,train
1049,Islamabad,0,1,22341.25240264303,19538.791571028607,10,0,1,train
1050,Punjab,0,5,62886.50710500161,47837.736956814304,106.19570514942556,0,0,train
1051,Khyber Pakhtunkhwa,1,6,19160.521257992397,15158.893490014441,125.70512943402763,1,1,test
1052,Punjab,1,1,18987.529172575036,17191.38659742437,10,1,1,test
1053,Punjab,0,7,9379.930950121927,7308.66715203196,72.95316544710133,0,1,train
1054,Sindh,0,3,14188.821769863169,8052.3996961426965,82.01038963451897,1,1,test
1055,Punjab,0,6,8761.621389744745,6095.946027999433,34.38220795985047,0,1,test
1056,Khyber Pakhtunkhwa,0,3,35760.260126953755,25185.84524968074,90.78593431084852,0,1,test
1057,Sindh,1,9,62908.50777404237,42181.5180033936,133.48964601144536,1,0,test
1058,Punjab,1,2,26922.75621342276,23591.75650760125,36.430503047575186,1,1,train
1059,Punjab,0,4,69691.64183429764,54230.35024069618,59.052038354682985,0,0,test
1060,Punjab,1,5,99720.55188241991,83682.45510979387,143.61418192537926,1,0,train
1061,Punjab,0,5,12332.688242334592,13126.155284713108,53.9263698730597,1,1,test
1062,Khyber Pakhtunkhwa,0,4,22788.371457360703,22317.295023621868,73.55396892564872,0,1,test
1063,Punjab,0,9,11517.532465042212,7443.239442689754,130.59600974296714,0,1,test
1064,Punjab,1,5,86539.73115268661,73516.83768719486,145.28681919736528,0,0,test
1065,Punjab,0,3,9487.335585100938,3000,82.54611063121241,0,1,train
1066,Sindh,0,3,32932.124228128334,32497.161937179248,82.11175047184491,1,1,test
1067,Khyber Pakhtunkhwa,1,3,37012.35602093654,36373.085335259,43.78204963899873,0,1,train
1068,Punjab,0,10,27156.074529460002,23496.379835931573,91.70085518262061,0,1,train
1069,Punjab,0,4,7020.69436174241,6528.333114310826,37.92305339913708,0,1,test
1070,Sindh,1,4,31647.863142399387,31423.507059145606,74.87878287143569,1,1,train
1071,Sindh,0,2,42488.37814791525,25496.861071627645,49.86008966266501,1,0,train
1072,Punjab,1,2,90947.59496665176,68265.72217633261,94.10169621197525,1,0,train
1073,Punjab,1,5,54672.45898407958,38696.55451582853,146.10113004350566,1,0,test
1074,Balochistan,0,3,17586.719633564153,16993.067227977943,52.06135465155333,0,1,train
1075,Punjab,0,2,90111.44435218304,69342.91825032484,91.78651394841106,1,0,train
1076,Sindh,0,6,14795.17382221665,17367.463592913417,64.3725008974581,0,1,test
1077,Khyber Pakhtunkhwa,0,1,22014.538864788356,20348.984773097407,10,0,1,train
1078,Punjab,0,4,32005.239733202783,24833.834891040988,106.91218218670235,0,1,train
1079,Punjab,1,7,46659.050192292,48979.1096463161,108.15955099805166,1,0,train
1080,Punjab,1,3,42736.88027160885,34839.78019674099,86.06598850785473,1,0,train
1081,Punjab,0,3,34453.31111408102,29790.128958977402,54.34081948772286,0,1,train
1082,Balochistan,0,10,7720.7622636923425,7036.715411661944,143.33955886157156,0,1,train
1083,Punjab,0,8,19315.52662942234,13603.800837274815,115.18545963240166,0,1,train
1084,Sindh,1,5,31735.25917344654,30304.468030503587,67.01782580379923,0,1,test
1085,Sindh,1,4,21731.525343731013,20880.831887747692,61.21429257254952,0,1,test
1086,Punjab,1,4,30879.589271962075,30215.90768890503,82.85712403051033,1,1,train
1087,Balochistan,1,5,29305.836458343103,27650.442790248057,63.15160060625546,0,1,train
1088,Punjab,0,3,12102.602486390693,11258.847669775812,10,1,1,test
1089,Sindh,1,9,36531.418998156674,29523.03734996545,101.19489561138195,1,1,test
1090,Punjab,1,4,17664.39940574427,14563.189198963417,49.34260862362463,0,1,train
1091,Khyber Pakhtunkhwa,1,6,15416.096797412356,12520.043675699468,59.794610031774596,1,1,train
1092,Punjab,0,4,20457.661333506436,11609.73805179045,46.450770914695894,0,1,train
1093,Sindh,1,4,21008.899188012492,19362.430594131558,83.39049274034508,1,1,train
1094,Punjab,1,7,17927.60231209907,16648.233503257146,88.98879132555902,1,1,train
1095,Punjab,1,4,52550.389654518614,40657.019221775714,39.390586746031275,0,0,train
1096,Punjab,0,3,9745.290428683753,4371.499253133463,46.34115559121976,0,1,train
1097,Punjab,0,5,74211.02300387688,61287.36299809247,111.61992568993404,1,0,train
1098,Punjab,1,6,16722.167143057195,18099.97009954574,51.54959545009675,0,1,train
1099,Khyber Pakhtunkhwa,0,5,27005.07071914927,20500.384009853908,90.29294514782102,1,1,train
1100,Sindh,0,9,25966.327141319474,16554.795848474092,116.69292059287261,0,1,test
1101,Punjab,0,4,15129.80105356128,14796.748894667802,43.090293013902226,1,1,train
1102,Sindh,0,1,46788.46471848043,39000.454574995536,100.18710995348603,0,0,train
1103,Sindh,0,4,13841.857726571934,12023.02601358267,122.038307172028,0,1,train
1104,Punjab,0,6,12776.612403618738,11690.822026623342,29.121086572991885,1,1,train
1105,Punjab,1,5,29159.964203023363,28699.16861449132,55.2133477811487,0,1,train
1106,Sindh,0,6,26698.720804477074,23595.392303655604,39.38958986163218,1,1,train
1107,Khyber Pakhtunkhwa,1,6,14718.42666735003,22474.15207209488,61.036547931813345,0,1,train
1108,Punjab,1,6,32414.00751717519,32532.71651561725,61.07789842614211,0,1,train
1109,Sindh,0,3,11579.495270024749,8631.478278437757,10,0,1,train
1110,Khyber Pakhtunkhwa,0,10,40108.67911264859,24674.953433145096,220.2406527752179,0,0,train
1111,Sindh,0,3,51316.70191022299,37713.32925331717,42.53468789457626,0,0,test
1112,Punjab,0,5,7958.820054287916,4625.097637128768,61.03720142917332,1,1,test
1113,Khyber Pakhtunkhwa,1,4,18850.135205848765,14261.50877242779,115.46715181154221,1,1,train
1114,Sindh,0,8,17141.374278914758,19190.43372555792,83.73846327803116,1,1,train
1115,Punjab,0,4,21844.932430049554,20563.543072209777,24.79831514237459,1,1,train
1116,Punjab,0,11,41408.33063151147,31903.585280396634,97.89933840997563,0,0,test
1117,Khyber Pakhtunkhwa,1,4,26459.701397484852,21138.248425169528,30.42664099854489,1,1,train
1118,Khyber Pakhtunkhwa,1,2,13981.411568959622,10833.432834134583,61.637432788508775,0,1,train
1119,Punjab,1,5,20188.35796454505,18396.41101230704,79.56704396742968,1,1,train
1120,Khyber Pakhtunkhwa,1,6,117266.60467255567,98159.71316490129,160.16508484280075,0,0,train
1121,Sindh,0,9,29980.03885910007,24296.403058259897,153.33082317234533,0,1,test
1122,Khyber Pakhtunkhwa,0,5,20577.843716674677,21514.819948261866,28.353312981116247,0,1,train
1123,Punjab,0,4,12635.628366162422,10682.573885754882,53.18895568774492,1,1,train
1124,Punjab,0,8,6432.839542095802,5110.945292241097,96.29072114761235,0,1,test
1125,Khyber Pakhtunkhwa,1,3,21151.284412205307,19273.56112641929,86.48043689375368,0,1,test
1126,Khyber Pakhtunkhwa,0,4,30467.28554373645,22794.890026223846,70.3279916274773,1,1,test
1127,Punjab,0,8,25111.70655491749,23050.834292372187,136.38297701441167,1,1,train
1128,Sindh,0,3,37321.875877143015,34123.144500136805,105.20546059589958,0,1,test
1129,Punjab,0,4,37146.63822082117,35339.15805646719,74.00859388946535,0,1,train
1130,Punjab,1,5,163327.85616230237,127306.25393775356,194.74174794484045,1,0,test
1131,Punjab,1,2,31414.306190292456,32545.652857747045,25.838479734518508,0,1,test
1132,Sindh,0,4,12635.097770893904,11167.747772591369,80.44459300548206,1,1,train
1133,Sindh,0,1,14976.992947708783,16836.45249605258,10,0,1,train
1134,Punjab,1,7,21145.278439507903,21896.189686107617,117.61645445421536,1,1,train
1135,Punjab,0,2,31892.572250508696,22875.617896185002,59.68280190241996,1,1,train
1136,Sindh,1,4,20130.65262766183,22506.653489553177,99.18076553241372,1,1,train
1137,Punjab,0,2,25989.18170379989,19720.52556240974,26.654013512613417,1,1,test
1138,Punjab,0,7,60929.36171309525,54397.053472861306,121.47813346189453,1,0,train
1139,Punjab,1,5,21535.708889010548,21965.732935067263,57.409926881118714,0,1,test
1140,Punjab,0,8,13542.4277858293,19754.690693016306,130.6951111616459,0,1,train
1141,Punjab,1,2,87569.60601063921,73709.33473749578,116.49931720757904,1,0,test
1142,Balochistan,0,9,49033.34787157786,37154.38679815956,146.9709797078059,0,0,train
1143,Punjab,1,6,63673.00707237095,48439.78860093981,120.45520423204046,1,0,test
1144,Sindh,0,4,29565.838667637137,23014.730796248543,12.357091203301351,1,1,train
1145,Punjab,1,3,12446.826086706555,19197.93259143391,52.9182419682857,0,1,test
1146,Punjab,1,4,27731.04756771845,23473.906126394835,26.729143491535147,0,1,train
1147,Punjab,0,4,13334.562454465287,10817.374305197665,67.08532519618366,0,1,train
1148,Punjab,0,6,79496.59736481872,53324.08560687026,178.17674577866316,0,0,train
1149,Punjab,0,6,9682.71086084054,9674.591511640365,101.88994109586571,0,1,test
1150,Punjab,0,7,38671.96578010839,33434.469606869556,104.55358573379566,0,1,test
1151,Khyber Pakhtunkhwa,1,6,61901.31462781894,53179.890720560616,108.8811975988509,0,0,train
1152,Punjab,0,5,34512.50430069781,33641.71015243761,66.07767443686238,0,1,train
1153,Balochistan,1,2,41869.3075648008,42906.342632445114,54.926313836326514,0,0,train
1154,Khyber Pakhtunkhwa,0,4,50447.43261615961,41391.6429261318,115.16486743655841,0,0,train
1155,Punjab,0,3,12847.727785987488,15805.880516621539,10,1,1,train
1156,Khyber Pakhtunkhwa,0,6,27372.830598004,24176.880299387914,70.95391234964683,0,1,train
1157,Punjab,0,5,78275.29662451461,52149.593398355166,185.13386553150605,0,0,train
1158,Punjab,0,6,31926.540271141475,33762.67681353546,76.16624768141598,0,1,test
1159,Khyber Pakhtunkhwa,0,5,25574.53033090962,23081.72830267081,42.55544387839296,0,1,test
1160,Punjab,1,5,18874.305177798535,15246.843798013178,106.25941290703332,1,1,test
1161,Punjab,1,1,11767.26177310241,10861.966949939351,10,1,1,test
1162,Punjab,1,5,19832.485115760574,18990.052830156743,27.33876941534995,1,1,train
1163,Punjab,1,2,149568.29749814252,113044.78624141426,112.80319076097781,1,0,train
1164,Punjab,1,7,6382.0367022210285,3000,114.0617134101051,1,1,train
1165,Punjab,1,6,10947.834724118542,4732.781519007998,71.36916625613613,1,1,train
1166,Punjab,0,7,62153.81996328139,52293.52712950789,102.0200029067228,0,0,train
1167,Punjab,0,3,14238.685027229867,10118.901894674416,15.156004321150519,0,1,train
1168,Punjab,1,9,101416.27738257365,73042.7699002321,200.48015436066947,1,0,train
1169,Sindh,0,2,11871.376047577261,13796.32948830134,21.4312039147766,1,1,train
1170,Punjab,0,8,52511.48535471596,44325.396289635966,131.2661235997769,0,0,train
1171,Punjab,0,4,36965.54926399285,32384.021247603683,61.05907953928587,0,1,train
1172,Sindh,0,10,34101.12312813411,35019.80309239851,128.43774896203777,1,1,train
1173,Khyber Pakhtunkhwa,0,2,38852.01125724116,35016.423287848884,31.400899317010634,0,1,train
1174,Khyber Pakhtunkhwa,0,5,17856.10458931283,12625.33965225582,107.35652009888223,0,1,train
1175,Punjab,0,7,40308.1214471114,25552.18144843659,65.45454575249389,0,0,train
1176,Punjab,0,6,24879.788896353646,20612.930498529626,69.761333553981,0,1,train
1177,Punjab,1,10,36749.34898943771,31882.998905130677,121.90963396766645,0,1,train
1178,Balochistan,0,5,29222.16246601825,24784.04208443759,86.67394943486954,0,1,train
1179,Punjab,0,5,54285.64971727128,39459.057595751685,95.5391013635244,0,0,train
1180,Islamabad,0,10,31599.968335096804,32198.873835039434,78.59972677270464,0,1,train
1181,Punjab,1,4,10978.663258669294,10390.643090790614,10,1,1,test
1182,Punjab,0,6,33179.178807564356,28223.40934429736,123.37485772239408,0,1,test
1183,Sindh,1,4,13579.489868508912,5003.098646060798,25.927488646036643,0,1,test
1184,Punjab,1,7,42069.50640655641,41235.43167493351,66.40491486426635,0,0,train
1185,Sindh,0,5,48170.70541636126,31711.782171361127,96.30758207594778,0,0,train
1186,Khyber Pakhtunkhwa,0,8,16820.607055720313,8921.15501655282,74.81494237693278,0,1,test
1187,Punjab,1,4,25281.598161849528,21654.45457657481,71.05331897471504,0,1,train
1188,Punjab,0,8,54073.53523825543,46577.283541588644,158.81094757151814,0,0,train
1189,Punjab,1,2,24085.08775598387,20141.936496561364,11.18027165166108,1,1,train
1190,Khyber Pakhtunkhwa,1,5,95807.34823805663,67515.83719877109,153.198814599143,0,0,test
1191,Sindh,0,6,21418.89582678725,17840.622634030602,90.97175383169152,0,1,train
1192,Sindh,0,5,21935.158022715725,19352.853660088665,60.4867221364253,0,1,test
1193,Punjab,1,1,44862.419266419995,34928.56358115958,74.18670123098522,0,0,train
1194,Punjab,0,10,12336.386238359573,10822.970064464556,126.54509955860497,0,1,train
1195,Khyber Pakhtunkhwa,1,4,33241.70034886307,31157.274424604995,45.116156435493906,1,1,train
1196,Sindh,0,4,7434.015594526272,4731.295380238863,94.76957796199287,1,1,train
1197,Punjab,1,4,30000.893086549284,27446.65949284881,74.23953954132983,1,1,train
1198,Punjab,1,9,171287.1571738337,148353.2994243923,281.42589853084746,1,0,train
1199,Khyber Pakhtunkhwa,1,4,21251.430619288916,20750.75963462018,114.8965576473237,0,1,train
1200,Punjab,1,7,70382.49709631973,54698.431383610165,150.78858568870004,1,0,train
1201,Punjab,0,7,47793.24130548226,40232.125539501925,99.5148017741688,0,0,train
1202,Punjab,0,2,39108.89594882594,33579.09995849061,53.89577977053655,0,1,train
1203,Sindh,0,2,15777.246034532702,12810.35425663059,28.764901027899832,1,1,train
1204,Punjab,1,6,46901.04527635951,32298.70320946199,124.95474641686722,0,0,train
1205,Khyber Pakhtunkhwa,0,2,27001.74302314599,25317.810891791163,20.9784075872088,0,1,train
1206,Khyber Pakhtunkhwa,1,7,23240.68439299311,22310.543630851585,14.006820354120677,0,1,train
1207,Khyber Pakhtunkhwa,1,4,19263.339745883917,11232.50374879733,28.953086954371912,0,1,train
1208,Punjab,0,4,59360.24970432642,39305.129075416924,81.80093398404934,0,0,test
1209,Punjab,0,8,39738.72186939409,27950.155776515632,129.38787590023134,0,1,test
1210,Sindh,0,2,11475.992260592695,12681.593409931465,49.214162843539164,0,1,test
1211,Balochistan,0,2,45829.902584661584,37405.73780192106,35.57001466507661,0,0,train
1212,Balochistan,1,3,59236.375955840216,52862.71372938303,55.54564969682393,1,0,train
1213,Punjab,0,7,32891.57819869089,27891.277895530755,131.62367414471393,0,1,train
1214,Punjab,1,7,66458.20510006741,45908.15291537841,144.35582583593117,1,0,test
1215,Khyber Pakhtunkhwa,0,4,46719.08896718101,34944.88194168969,65.43048832011982,0,0,train
1216,Punjab,1,5,70874.9367081304,52979.37288011941,99.41790088473431,0,0,train
1217,Punjab,0,6,24049.686389499464,30656.79891811043,73.56334924594174,1,1,train
1218,Punjab,0,8,14729.349678938881,16754.544287196208,84.28993167998941,0,1,train
1219,Punjab,0,8,29457.48679161417,23766.861661505165,60.89149746184141,1,1,train
1220,Khyber Pakhtunkhwa,1,5,28587.623896393292,24752.29827804006,73.07952157161102,0,1,test
1221,Punjab,0,4,73523.51825700661,49538.07167555422,89.04894962018602,0,0,test
1222,Sindh,0,6,71311.11970589496,55588.958201191286,95.92275741183433,0,0,train
1223,Sindh,1,5,66615.9898284975,42547.885951386575,133.0290470363759,1,0,train
1224,Punjab,0,3,10363.251784904342,6411.9319506694665,71.40951896569598,0,1,train
1225,Balochistan,1,3,25241.529687856702,21668.208970165113,64.01379420177592,1,1,test
1226,Khyber Pakhtunkhwa,0,1,39123.33400888103,35437.3151127944,25.72149783771999,1,1,train
1227,Sindh,0,1,21295.770782230586,15965.406803336331,33.6344866417819,0,1,train
1228,Punjab,0,3,29736.857766483387,22622.53727959603,107.54516985036062,1,1,train
1229,Khyber Pakhtunkhwa,0,6,21996.193728603135,21692.37323874852,71.49222433256413,0,1,test
1230,Sindh,1,5,52775.22336131863,45967.97512926211,43.203167149581674,0,0,train
1231,Khyber Pakhtunkhwa,0,5,35471.899091176114,32144.070701172346,35.210149883885286,1,1,train
1232,Punjab,0,2,16677.745165077922,16855.81689336417,65.56617152309919,0,1,train
1233,Punjab,0,3,25039.595300417273,17084.247926747757,102.41304465548953,0,1,train
1234,Sindh,0,9,21686.393636874127,19891.801098653785,58.46296221753642,0,1,train
1235,Khyber Pakhtunkhwa,1,10,59136.76627239339,48018.032144493416,127.67955178011131,0,0,test
1236,Punjab,1,4,60259.01145914976,53144.245772304326,111.02594016062672,1,0,train
1237,Sindh,1,5,34069.49613058319,27053.804291962722,53.359432023353946,0,1,train
1238,Punjab,1,1,47658.242066814,41391.62516523619,74.05843730860914,0,0,train
1239,Sindh,1,5,9689.74712127248,10749.287961045693,91.9250399195153,0,1,test
1240,Punjab,1,5,52775.50419111909,38822.77416502924,62.23455358527191,1,0,train
1241,Khyber Pakhtunkhwa,1,2,46405.17062612448,29966.247048615925,61.03838266597271,0,0,train
1242,Punjab,1,1,13219.837803023447,17556.19007611201,10,1,1,train
1243,Sindh,0,7,73218.38907774471,60304.24042696308,149.88059149018295,0,0,train
1244,Balochistan,0,5,26583.63076844298,24207.615626412146,66.98888353505208,1,1,train
1245,Punjab,1,3,16720.24802153543,12142.915020497108,79.73345920305624,1,1,train
1246,Khyber Pakhtunkhwa,0,7,91975.94680443751,66867.47458397485,155.06930538053902,1,0,train
1247,Sindh,0,3,30248.043302887025,28354.694216610864,100.45271710971669,1,1,train
1248,Khyber Pakhtunkhwa,0,4,72778.46065877244,59801.705257002235,112.868198089737,0,0,train
1249,Punjab,0,4,30809.265059115733,25900.1459143873,68.40653133173204,0,1,train
1250,Sindh,1,8,28702.661783384916,24838.7461702246,113.42623853157059,0,1,train
1251,Sindh,1,9,41055.92030843089,40655.21236199085,121.9514634260587,0,0,train
1252,Sindh,0,6,72401.99502974331,54018.77615793997,125.10463545135298,0,0,train
1253,Punjab,0,4,30425.450103098272,26916.041641348966,77.93544631355803,0,1,test
1254,Punjab,1,4,31653.43121059225,24898.89346769572,73.83040242494235,0,1,train
1255,Sindh,0,6,26877.424118060062,20696.229411877084,49.516778377026576,0,1,train
1256,Punjab,0,3,22452.875934096297,22558.973648091105,28.04285795770408,0,1,test
1257,Sindh,0,3,32731.9680028702,28758.742854442036,30.392929682864303,0,1,train
1258,Punjab,0,7,33439.14320201361,25324.89574683316,39.210890981964724,0,1,test
1259,Punjab,1,6,26067.073201254127,17190.27282828612,53.1937156978108,1,1,test
1260,Khyber Pakhtunkhwa,1,5,29670.392629264792,30675.220016244733,81.41446054683871,1,1,test
1261,Sindh,0,8,46561.33305801914,28465.37285903652,103.23424191842464,0,0,train
1262,Sindh,1,3,57341.453401045044,53910.06770426797,85.530501398285793,1,0,train
1263,Sindh,0,6,34278.31788160561,31987.438678482442,130.7891772521483,0,1,test
1264,Punjab,1,7,45476.04749243584,41067.327460499786,89.20214598360076,0,0,test
1265,Punjab,1,5,70757.96453524636,44270.64831168876,91.57289754333819,1,0,train
1266,Sindh,0,6,63108.8772974551,49445.05203009343,69.07590519060874,1,0,train
1267,Khyber Pakhtunkhwa,0,7,7512.636123308433,5302.20830420935,43.02813807626592,0,1,test
1268,Sindh,1,6,45643.07402944235,40295.57588518756,126.1896932771553,0,0,train
1269,Khyber Pakhtunkhwa,1,4,55499.44547268585,43242.8184677981,45.24650073644776,1,0,test
1270,Punjab,0,7,26481.27741567177,21806.851706633315,111.60368106297196,1,1,train
1271,Punjab,0,4,20066.82689158927,18568.468613104887,52.380935335530076,0,1,test
1272,Sindh,1,5,13927.468503423881,12956.886446314684,64.60411581182885,1,1,test
1273,Punjab,1,3,19771.46205573682,12438.308246454428,103.10052193800536,1,1,train
1274,Punjab,0,4,51753.86479289695,41019.50732211653,113.70796313320696,1,0,train
1275,Sindh,1,6,23976.690344947478,20108.59113506636,67.29131533851341,1,1,train
1276,Sindh,0,9,26788.596379071456,23904.462623340492,88.14554993525303,1,1,test
1277,Punjab,0,4,47696.07423377283,42884.488201320884,48.59862357634852,0,0,test
1278,Sindh,0,9,20329.646659022856,20261.59510953088,47.125582149988055,0,1,train
1279,Punjab,1,5,33666.755789581315,24332.67665650369,32.600124881465625,0,1,train
1280,Punjab,0,6,12005.652963327182,7868.719455500213,132.11154387060523,0,1,train
1281,Khyber Pakhtunkhwa,0,10,25729.549261953718,14385.662106623608,67.64727961929924,0,1,train
1282,Punjab,0,6,6917.018697691548,6258.886081929164,45.22847569998014,0,1,test
1283,Punjab,1,3,9702.305139061336,9070.870818306446,24.255921112933613,0,1,train
1284,Punjab,0,6,44656.666161655034,39409.8033801454,137.99863074800942,0,0,train
1285,Punjab,0,3,47417.76385332206,40211.67817864444,26.268058565117762,1,0,test
1286,Sindh,1,4,91350.91158208749,64659.2069510658,95.81751704004876,1,0,train
1287,Sindh,0,2,27708.905677831288,24262.888292503547,47.36909538615446,0,1,train
1288,Sindh,1,7,53150.379358457896,41721.790109825146,146.58942313316197,1,0,test
1289,Punjab,0,1,27999.59370750488,19754.624987849238,10,1,1,test
1290,Punjab,1,6,29620.402593281076,22223.439399457387,48.279215967235764,0,1,train
1291,Punjab,1,2,16463.312534928646,16936.313195969306,15.282705899811582,1,1,test
1292,Punjab,1,7,23594.070073065257,24195.453348139155,70.15577323969197,1,1,train
1293,Punjab,0,10,43197.1247833394,32071.018610967083,115.55570437849941,0,0,test
1294,Sindh,0,1,50440.004286121904,36033.71033643625,16.628882986279947,0,0,test
1295,Khyber Pakhtunkhwa,0,7,15563.781682175384,12830.360078815793,88.0627677569135,0,1,train
1296,Punjab,1,6,38810.24302910503,28198.068087115487,74.10085074525549,1,1,train
1297,Sindh,1,7,40599.41007817219,40653.79337126836,117.48540834317973,1,0,train
1298,Punjab,1,6,22353.91059486196,18608.25827038891,96.140637783357107,1,1,train
1299,Sindh,1,2,44234.8902027474,33090.61365751888,95.6032448778961,1,0,test
1300,Punjab,1,4,4888.528768036193,4003.9950022238677,16.842604810114672,0,1,test
1301,Khyber Pakhtunkhwa,1,6,41249.894599922416,37048.88301346183,39.25003005168774,0,0,train
1302,Balochistan,1,6,53845.82954698706,41347.68188361674,114.54840808644045,1,0,train
1303,Punjab,0,3,12014.880243174532,7918.972958643771,32.807951164772945,0,1,test
1304,Punjab,1,7,143206.56093428706,122459.00607848019,107.11145118583566,0,0,train
1305,Punjab,1,3,14666.070271839417,13627.670594180607,10,0,1,test
1306,Khyber Pakhtunkhwa,1,1,11344.91172390907,7250.356564206051,10,0,1,test
1307,Sindh,0,5,96730.94410647734,77103.37255623432,118.69016387729124,0,0,test
1308,Khyber Pakhtunkhwa,1,3,24170.23618911677,19212.900484284575,71.65023156205018,1,1,train
1309,Khyber Pakhtunkhwa,1,6,25600.214858368046,22621.15332436445,27.074996541477972,1,1,train
1310,Punjab,0,3,89625.14649608814,78843.80256728381,64.53735607675821,1,0,train
1311,Punjab,1,4,7773.964084195969,5256.804271159837,93.97117943069713,0,1,train
1312,Sindh,0,1,18365.48923258946,16967.258473377773,48.531174955479116,1,1,train
1313,Punjab,0,4,30628.500342762698,23639.032550703127,43.19384670612391,0,1,train
1314,Punjab,1,4,12765.017130152219,4537.5709210105215,55.85435891447203,0,1,train
1315,Punjab,1,3,20781.12953844794,23301.118678045685,27.670541172623704,1,1,test
1316,Punjab,1,3,10473.763162057003,6647.08622414908,22.963115050608245,1,1,test
1317,Punjab,1,4,24417.502205735833,20869.566052875103,43.93497718292517,0,1,test
1318,Sindh,0,8,12333.133524991985,11603.45198671396,127.3605723136377,0,1,test
1319,Sindh,0,1,36283.33748498493,28403.6285673501,56.15844564153062,1,1,train
1320,Punjab,0,3,23376.441103850924,14251.08851434007,52.394559748976455,0,1,train
1321,Punjab,1,2,18082.76103610665,13637.17588882203,56.14699704515772,1,1,train
1322,Punjab,0,7,69236.99740868188,49061.90992438536,143.43485609348699,0,0,train
1323,Khyber Pakhtunkhwa,0,4,14844.563012647033,16500.333396308906,95.99784065503422,0,1,test
1324,Khyber Pakhtunkhwa,1,2,28744.514937557975,26966.78775154616,10,1,1,train
1325,Punjab,0,10,11348.85629032547,13298.86703069793,117.31995634104538,0,1,train
1326,Sindh,0,9,61067.057022016204,51987.70189140304,130.8824477831562,1,0,train
1327,Sindh,0,3,34682.12681023465,32655.09716813677,93.21657136996873,0,1,train
1328,Khyber Pakhtunkhwa,0,4,27190.587333581683,22857.598040721394,106.19359516062609,0,1,train
1329,Balochistan,1,3,17044.084723867974,13441.105442453867,81.64271254799348,1,1,train
1330,Punjab,0,4,83142.29261162337,59222.14970989256,121.21626240511905,1,0,train
1331,Sindh,0,4,23516.299082130572,19544.49044412565,36.33598668803975,1,1,test
1332,Punjab,1,5,53775.31886195597,44471.27219039324,69.46826213419584,0,0,test
1333,Khyber Pakhtunkhwa,1,1,26002.27380842379,25295.679169268267,10,1,1,train
1334,Khyber Pakhtunkhwa,1,4,35684.17020117022,34807.08197550413,40.559892656132845,0,1,train
1335,Sindh,1,6,40860.48120447305,35990.35110792726,103.397784794595,0,0,train
1336,Sindh,1,5,46348.14606935785,37100.568749709324,50.806701071320575,0,0,test
1337,Punjab,0,9,38419.421174094656,32250.79354701055,153.16847036155977,0,1,train
1338,Punjab,1,3,48666.83950030977,40060.54093040353,119.52601193907176,1,0,train
1339,Punjab,0,9,18926.14483636261,16269.194870905187,138.7812001406944,0,1,test
1340,Punjab,0,2,9483.818487436762,15785.129641487758,32.372880627986184,1,1,train
1341,Sindh,0,3,45633.281736825535,39138.66526632535,49.375938658313984,0,0,train
1342,Punjab,0,2,45044.401118348775,33271.19293763618,48.28368721311608,1,0,train
1343,Sindh,1,5,32902.03935957568,29700.705211246623,67.13571738854804,1,1,train
1344,Sindh,0,4,30188.34124155348,30845.426702771616,74.6085418168734,1,1,test
1345,Punjab,0,7,27564.741139921436,22901.13007696786,106.1596086124835,0,1,train
1346,Khyber Pakhtunkhwa,0,5,51606.39530452815,37657.91131533959,45.4676669871178,1,0,test
1347,Punjab,1,8,39927.34844246287,29964.876394853847,93.90156180036317,0,1,train
1348,Punjab,1,3,16107.78479328491,15834.238003305982,10,0,1,test
1349,Sindh,1,7,33943.494260747735,24881.82896754925,133.9112247427738,1,1,train
1350,Punjab,0,6,20740.16034538616,13922.196200358465,123.87405032016241,0,1,test
1351,Punjab,1,2,21426.98654430339,21222.17419981365,28.619611293095574,0,1,train
1352,Sindh,0,5,21968.745140140818,22885.38420023017,79.27503111157833,0,1,train
1353,Punjab,1,2,36683.79773245138,33309.23737736942,10,1,1,train
1354,Punjab,0,2,41672.28754716606,44700.76757640695,49.57735039792438,0,0,train
1355,Sindh,0,6,14207.932920890942,9768.743076171026,104.34817583161521,0,1,train
1356,Punjab,1,6,19288.70161492018,14452.366044381539,59.29867685582715,1,1,train
1357,Punjab,0,5,36645.11231582634,34589.7003932816,107.6947006534632,1,1,train
1358,Punjab,0,7,39113.06804495213,30969.50756323285,103.07386129972896,0,1,test
1359,Sindh,0,2,33032.431140916,28000.13668702035,105.05268520731505,0,1,test
1360,Punjab,1,2,13079.096263148684,5427.744882568469,10,0,1,test
1361,Punjab,0,7,23349.177972556885,18883.65370241451,53.24769947883373,0,1,test
1362,Khyber Pakhtunkhwa,0,7,27261.774863078605,28114.98319812951,59.93591380078118,0,1,train
